"","text","score","polarity"
"2761","""If we want a sustainable peace, we have to respect the Ukrainians to decide the moment and the conditions in which they will negotiate about their territory and their future,"" Macron said.
https://t.co/vVpqmd32rZ",2,"Positif"
"2762","Putin’s Has Destroyed the Russian Military in Ukraine https://t.co/BdvZlH5p7G",0,"Netral"
"2763","@McFaul How about telling the truth about the fake war, I mean there's plenty of proof showing people in make up like a movie, the people from Ukraine even state don't believe the lies from the media, people are out dancing as if there's nothing going on",-1,"Negatif"
"2764","@nadinecarroll @DanooHana @zerohedge You gotta get out of the echo chamber snowflake, someone asking for evidence of what you claim is not an attack on you.  Only a liar reacts like this.  

Still waiting for this evidence of US combat ops in Ukraine, can’t wait!",-1,"Negatif"
"2765","@RobertD5885 @LoveForTX @SenTedCruz This is not a partisan conflict sir. As I said the provocations in Ukraine go back over 2decades under both Dem &amp; Rep administrations. If you're not engaging with the history then you're not seeing clearly what is going on.",0,"Netral"
"2766","@Seinfeldism1 Ukraine is weak.",0,"Netral"
"2767","@kanyewest This is entertaining, while govts support actual Nazis in Ukraine.",1,"Positif"
"2768","@NEWSMAX Lord I pray that war between Russia and Ukraine help us find a way to end the destruction of lives.",-1,"Negatif"
"2769","U.S. looks to shift air defense systems from Middle East to Ukraine, Raytheon chief says
The Biden administration would have to approve the arrangement to transfer the air defense systems to Ukraine - Politico",1,"Positif"
"2770","Is he normal?? Is he in such a hurry to get back to ""business as usual"" with Putin that he will be able to sacrifice Ukraine? 🤬😡 https://t.co/qxXld0Btui",0,"Netral"
"2771","@NickAdamsinUSA Challenge @NickAdamsinUSA to a Ukraine 🇺🇦 charity space donation drive.",0,"Netral"
"2772","@Mark05822657 @AKeltoi @blackintheempir The above in Ukraine is statistically and culturally impossible as is Biden's ""most diverse"" administration in history having a cabinet that is 32% Black and 28% Jewish although Blacks are only 13.5% and Jews only 2.4% of US population respectively.",-1,"Negatif"
"2773","@neiltyson &amp; @IrwinRedlenerMD 
Story of a pediatrician in Ukraine. Painful to hear all the trauma, but nevertheless really grateful for all the people taking action to make the world a better place. You're all the real MVP

https://t.co/9ewYXqqOLw",2,"Positif"
"2774","@missyeblack @TheDemocrats @JoeBiden The Republicans bills?? What about that inflation reduction act  set up by the democrats to lower inflation and inflation is still increasing 🤣🤣. Mayne if they weren't so focused on sending hundreds of billions to Ukraine though🤔🤔",0,"Netral"
"2775","Ukrainian drone drops bomb on Russian soldier sending his helmet flying
#Canada #Germany #America #Ukraine
https://t.co/f0TCczs2LU",-1,"Negatif"
"2776","@Notformetlgd @petrockette @McFaul As soon as every Russian soldier has been expelled from Ukraine, they will be fast tracked to NATO membership.",1,"Positif"
"2777","@joshtpm @AJDelgado13 @elonmusk @kanyewest I had to unfollow her after Ukraine was invaded. I’m sure Putin is paying her to say something nice about Elmo.",1,"Positif"
"2778","@DojAnon @RepMTG Why miss the important part about investigating where all the money that was sent to Ukraine! Billions of dollars! But no just keep giving more and more billions without question!!! Yet they want to monitor citizens for $600… Wake up ffs…",0,"Netral"
"2779","Ukrainian paratroopers wipe out Russian tank in guided missile ambush
#Zaporizhia #Ukraine #Russia #Crimea #Chechnya
https://t.co/X3UmtlDSwO",-2,"Negatif"
"2780","Ukraine and NATO allies facing 'major issue,' retired general warns https://t.co/E0f1qcjgqp 
***** Europe s creating lots of jobs making munitions !
***** The US is fine tuning its manufacturing of bombs and rockets and drones thanks to Russia !",0,"Netral"
"2781","Why the battle for the small city of Bakhmut is so important to both Russia and Ukraine
https://t.co/mTCpXKigdE",1,"Positif"
"2782","@HollywoodLANews @11Knuk123 Oh yeah? How about when Terek battalion was shooting short rounds into homes during the Separatists civil war, when Oplot, Sparta and Somali were tearing Donbas into pieces, even Khodakovsky admitted to shelling civilians, blaming Ukraine for everything, Criminals running Donbas",0,"Netral"
"2783","@POTUS Can I have some of that Ukraine money back for bills and food????",0,"Netral"
"2784","@BornAKang Only in Australia.....this should give the Ukraine soldiers a bit of a laugh 🦘🦘🦘🦘",0,"Netral"
"2785","“It’s not a clone, it’s an organic robot” 5/5

#shaykhnurjanmirahmadi ww3 wwiii world war nuclear russia ukraine nato putin iran china japan pakistan india nasa elon crypto bitcoin nft twitch tiktok world cup fifa christmas https://t.co/LOkhkbVYgv",0,"Netral"
"2786","Why Russia has made homophobia part of its anti-Ukraine propaganda by @stkucher @gridnews https://t.co/5xcvncIe4r #ConCW #MediaLit #politics #LGBTQ",-1,"Negatif"
"2787","@AnthonySabatini Ukraine has smeared peace advocates, outlawed peace talks, urged preemptive strikes by the West, and insists on retaking Crimea at risk of nuclear war. It does not deserve unqualified, unconditional, and unlimited US support.",2,"Positif"
"2788","Although the Russia–Ukraine war of 2022 has raised questions about the utility of cyber operations in war, it still provides valuable insight into what the cyber dimension of a modern war might look like. https://t.co/TPsZYgGOmQ",2,"Positif"
"2789","@DusanDragojevi1 @deprogrammer00 @RussianEmbassy @NATO @mfa_russia @AmbasadaRusije @MFASerbia @SRBinUK @nytimes @BBCWorld @SkyNews @guardianworld @MailOnline “I’m a Nazi” - Direct quote, not out of context, from commander of the Rusich group Alexey Milchakov. If you would like I can even pull up the interview the quote is from. And this is just one group, the Nazbols have their own group fighting in ukraine, etc",1,"Positif"
"2790","Preliminary Lessons in Conventional Warfighting from Russia’s Invasion of Ukraine: February–July 2022 | Royal United Services Institute https://t.co/CzuMTiPllZ",0,"Netral"
"2791","🇺🇦Ukraine is negotiating with the West on the transfer of missiles for the S-300 air defense system to Kiev, Ukrainian Defense Minister Oleksiy Reznikov said.",0,"Netral"
"2792","Are they paying for this extra training?  

https://t.co/JF9J6I8ttc",0,"Netral"
"2793","@cryptoacre @SpiritofHo It is indeed somewhat unfair to speak of Ukraine as a Nazi state, but as the manipulator behind ：THE NATO, it is indeed an uncompromisingly Nazi group.
NATO still owes a blood debt to the Chinese people in Serbia, remember to pay it back.",-2,"Negatif"
"2794","I stand with Ukraine",0,"Netral"
"2795","Kanye said he loves Nazis &amp; celebrities/politicians are losing their shit over it right now but the last 9 months they've been spreading propaganda telling you all to support Nazis in ukraine &amp; put little blue &amp; yellow ukrainian flags in your bio?? Lol fuck america/israel/ukraine",-1,"Negatif"
"2796","LOL.  I don't know whether this underlines French hypocrisy  or Guardian stupidity the more.

France backs plans for tribunal for Russian officials over Ukraine war https://t.co/PgexPY3PrS",-2,"Negatif"
"2797","@SecksDolls @RealHardWorker @GlitchedTNT @Joelmpetlin @kanyewest Russia invaded Ukraine",0,"Netral"
"2798","PUTIN's PLAN: A study of captured RU documents reveales that Moscow planned to defeat Ukraine in ten days, assassinate its poltical leadership and annex the entire nation by August.  That didn’t happen.
https://t.co/mWzV88puIH https://t.co/DV5Dphw1X4",0,"Netral"
"2799","@Iightworks @hodgetwins Kanye: Hilter did some good things.
Everyone: Booooooooooooooo fuck Nazis
Also Everyone:  I love NASA (Founded By A Nazi), I support the CIA (Rebranded By A Nazi) and I think we need to support Nazis in the Ukraine to fight the Russians who lost 20 million people fighting Nazis.",2,"Positif"
"2800","Russian colonel tied to Putin’s draft effort killed himself at boss’ desk: widow https://t.co/4Mx4RhekIT If Ukraine can hold on a little longer, Putin will have all of his own top military men killed for them, as well as all of his billionaire buddies that oppose his war.",-1,"Negatif"
"2801","@TheWondersNatur @RepMTG Why miss the important part about investigating where all the money that was sent to Ukraine! Billions of dollars! But no just keep giving more and more billions without question!!! Yet they want to monitor citizens for $600… Wake up ffs…",0,"Netral"
"2802","Geopolitical risk and ukraine worries shake equities, cryptocurrencies — gold soars higher. #TechTrees $TTC",-2,"Negatif"
"2803","@EuromaidanPress RIP, you gave the ultimate for your brothers and sisters. Slava Ukraine!!!!",0,"Netral"
"2804","Russian troops in the Donbas destroyed Major of the Main Intelligence Directorate of the Ministry of Defense of Ukraine (GUR MOU) Artem Prisyazhnyuk. https://t.co/YHd6TO0nV6",0,"Netral"
"2805","@PopovaProf @pbacherikov @maximananyev @Iamthisnotthat1 @mxpoliakov I admire your stamina talking to the vatnik public arguing stuff like ""this isn't representative of the Russian opposition; by the way, Ukraine is corrupt."" Ukrainian Nazis from them, next.",2,"Positif"
"2806","@JoeBiden Your plan to kill the American economy? Yes, it is working Joe. 

We learned that senility moderated and food prices grew in October, following this week's announcement that Ukraine's economy is getting our grandchildren deeper in debt.",-1,"Negatif"
"2807","American liberals ostensibly oppose fascists in the U.S. but support them in Ukraine, Venezuela, Hong Kong, or wherever the latest imperialist meddling is taking place. Communists oppose fascists everywhere at all times.",-2,"Negatif"
"2808","@nevedimka123 welcome.....and  goodbye from Ukraine",0,"Netral"
"2809","You are a frickin joke.  The war stared because narcissist Putin wants to turn back history when Ukraine was Russian  Terri.  Hate to break it to you, it had NOTHING to do with you. https://t.co/D0VDzUdL05",-1,"Negatif"
"2810","“But your consciousness of your soul... they cannot replicate” 4/5

#shaykhnurjanmirahmadi ww3 wwiii world war nuclear russia ukraine nato putin iran china japan pakistan india nasa elon crypto bitcoin nft twitch tiktok world cup fifa christmas https://t.co/mTbp0Mg48T",0,"Netral"
"2811","@LBCDarrenAdam
@LBC 
""Invincibility tents."". The Ukraine equivalent of ""warm centers "". People living in the dark, without power, water or social contact, can go to these places for physical and human warmth.
They told me the problem is ""pride"". Ukrainians reluctant to use them. https://t.co/REdeizXiLX",-2,"Negatif"
"2812","Russian troops in retreat leave behind new evidence of atrocities
#Canada #Germany #America #Ukraine
https://t.co/OtuEw4FGVF",-2,"Negatif"
"2813","@McFaul If a bunch of rag tag wheat farmers from Ukraine can kick Russia's ass than why does the USA need to worry about Russia, that's what I'd like to know!! We'll just send BLM and ANTIFA over and dominate them LoL 🤣🤣! Or Pelosi's Jan 6 hired crowd, which evers cheaper??!!!",1,"Positif"
"2814","@devdosomethings @vntTony562 @LegendaryEnergy Yeah the same way US is funding NAZI in Ukraine , US don't give a fuck about anything as long as it favours them.",-1,"Negatif"
"2815","What is happening in #russia is a reflection of #ukraine freedom is libel to gods people #everybody we must bring justice to the lions share &amp; free all our brothers &amp; sisters 

Their is no beauty in war",3,"Positif"
"2816","At 05:45 Friday, 02 December 2022 (GMT +02:00) in Stakhanov, Ukraine it was -2.9°C and clear. 
Wind direction: E. Wind speed: 27.4kph. 
Pressure: 1033.0mb. Humidity: 53%",0,"Netral"
"2817","World Bank President David Malpass said the expected cost for rebuilding Ukraine will go up ""quite a bit"" from the roughly $350 billion estimated earlier this year.

Watch 'full bulletin' for more latest updates-  https://t.co/FV3BFexMnB https://t.co/wFcF1dscmD",0,"Netral"
"2818","BBC News - Ukraine war: Zelensky aide reveals up to 13,000 war dead
https://t.co/Ml9d2pTJUv",-1,"Negatif"
"2819","@kanyewest Not supporting what you said. Just wish out government wasn't sending money to the Nazis in Ukraine. Kinda a double standard",1,"Positif"
"2820","Had we not poured money into Ukraine, we could have given every living American a $300 check",0,"Netral"
"2821","@bazza_one @bggestman @NewsByJim @timand2037 That’s what you are trying to justify thousands of war crime and genocide in Ukraine by russian illegal invasion 

What the",-3,"Negatif"
"2822","Multiple news reports of another impending attack on Ukraine's infrastructure.
https://t.co/sUCuTX0bjv",-2,"Negatif"
"2823","Meat grinder under BAKHMUT! Surovikino plans HAVE WORKED - is bringing the DENOUEMENT closer!
#Canada #Germany #America #Ukraine #Bakhmut
https://t.co/t2YJYmTYL0",0,"Netral"
"2824","@JarrodAntley @NOELreports Zelensky and the Ukraine people are fighting the war the US can't. Russia would have still been considered the major rival to the US if it wasn't for the Ukraine. The US is once again the greatest power. Trump would have bent over for Putin &amp; weakened the US further",-1,"Negatif"
"2825","@BrettXRP @stelliokantos @D_B_Paralegal @J12Hawks @AllenCramer @TheRealRorbo funding ukraine is almost completely bipartisan",0,"Netral"
"2826","@jacket2312 @jordanbpeterson And I should correct that further by pointing out that it's mostly equipment that we've been sending to Ukraine, not money.  As it probably should be.",1,"Positif"
"2827","@lekkrade @visegrad24 In 2014 they declared independence, and Ukraine responded with genocide of the local population. Russia decided not to listen to Donbass demands, and people lost their lives. This time, in 2022, Russia listened and handed these people Russian citizenship after ref. Crimea river.",-2,"Negatif"
"2828","@wditw528 @JoeBiden You DON'T speak for me. I didn't vote for you to represent me. Your illegitimate President is Pedophile, in bed w the Chinese, used Ukraine to Launder his money,as did other politicians. 
Come here and write you speak for ALL Americans. You don't speak for ALL of us. Wake up. https://t.co/O0CdJh9NpX",-1,"Negatif"
"2829","@ClownWorld_ Let us not worry about other countries, let us worry about our own countries, we have bigger problems here, we should not be supporting Ukraine or any other country, we need to support our own country",-1,"Negatif"
"2830","@CTVNews Talk Russia out of Ukraine.
Then talk.",0,"Netral"
"2831","Ukraine eyes up the strategic Kinburn Peninsular
#Zaporizhia #Ukraine #Russia #Crimea #Chechnya
https://t.co/wbjklw89Sw",0,"Netral"
"2832","@BBCWorld Attacking family apartments is a crime. But Ukraine has not responded . Not hit back at Russian cities.",0,"Netral"
"2833","@UnderSecStateP @OSCE @predsednikrs is try to help Ukraine to lose the war. Send him some $$$ please",-1,"Negatif"
"2834","@gvcw147 @kanyewest Ukraine
[yoo•kreyn]

proper noun

1. while there are currently 27 active wars on the planet, CNN has assured liberals that this one is important. Therefore, this one is important. 

""How can I be expected to clean my room when there's a war in Ukraine!""

SEE: 1984",2,"Positif"
"2835","@CatchTheRedWave @MattWallace888 SpaceX just doubled Starlink prices for Ukraine.",0,"Netral"
"2836","@PaulHatchM @BearGrylls There is no other side…Donbas is Ukraine",0,"Netral"
"2837","@washingtonpost Translation: Confirming boots on the ground in Ukraine. Probably already there.",0,"Netral"
"2838","@TimRunsHisMouth @kanyewest Ukraine
[yoo•kreyn]

proper noun

1. while there are currently 27 active wars on the planet, CNN has assured liberals that this one is important. Therefore, this one is important. 

""How can I be expected to clean my room when there's a war in Ukraine!""

SEE: 1984",2,"Positif"
"2839","@GeorgePapa19 Putin didn't have as much interest in Twitter then, as he did after he decided to invade Ukraine, and Elon is a useful puppet, just like Trump was.",2,"Positif"
"2840","@RepMTG How are you a US rep and think the IRS has jurisdiction to audit Ukraine?!",0,"Netral"
"2841","“There is one jinn... controlling fifty different organic beings” 3/5

#shaykhnurjanmirahmadi ww3 wwiii world war nuclear russia ukraine nato putin iran china japan pakistan india nasa elon crypto bitcoin nft twitch tiktok world cup fifa christmas https://t.co/F9gxRHvNOE",0,"Netral"
"2842","@GrosseTorsten @ZelenskyyUa @OlafScholz Ukraine was never a problem.  The problem is Russia.  And what does China and India want to solve??  😂😂 they have a problem with themselves...",-2,"Negatif"
"2843","A comrade shared this and its so good. It’s written by a Yiddish scholar in 2010-the same year Yushchenko awarded ultranationalist Nazi collaborator Bandera Hero of Ukraine. This is about the Baltics and Holocaust revisionism. It’s only gotten worse sense. https://t.co/xDQYh6qvmi",0,"Netral"
"2844","@hheist99 @ksorbs democrats in two yrs inflation to 40 yr high .. Soaring gas  prices another proxy war. 
 billions to protect Ukraine s border yet leave ours wide open.
Record number of deaths from fentanyl 
Crime rates higher 
But hey 15 hr means allot when it’s 7% inflation lol .",1,"Positif"
"2845","@TomWeis11488458 @honkjhonk @colonelhomsi Yea Russia is occupying 16% of Ukraine. 
7% is Crimea and Donbas before the war started.   So Russia have lost more than 50% of taken land this year",-1,"Negatif"
"2846","@pmakela1 is it possible that Finland will also supply Ukraine with Patria APC and Soviet BMP-2 IFVs ?",0,"Netral"
"2847","@ClownWorld_ Elon should shoot a response from inside Ukraine but actually on a green screen",0,"Netral"
"2848","Pentagon eyes major expansion of Ukraine military training - The Washington Post https://t.co/zMadhkfd7t",0,"Netral"
"2849","@apmassaro3 It actually works the other way around: if Ukraine respected the people of Donbass and maintained neutrality with NATO, nobody would die. They only die because they fight for NATO's interests. Which btw they will never be a part of.",0,"Netral"
"2850","@GoingParabolic Betcha they can find some of it in Afghanistan and Ukraine.",0,"Netral"
"2851","I keep thinking that The Grinch that Stole Christmas is a great metaphor for the invasion of Ukraine: Putin is the Grinch some of the Russian people are the Grinch’s dog Max, and the Ukrainians are the Whos down in Who-ville.",1,"Positif"
"2852","@TomacMarti @ChitkwesuManetu @de_gallier @GueguenMary @MiriBen2 @carmen_allie @Lisa227795877
History of Ukraine 
https://t.co/jPpH97Vxi8",0,"Netral"
"2853","@NoLieWithBTC Biden is to blame you clown. He came in signing all those executive orders and have paid Ukraine a fortune. How soon you partial frauds forget.",-1,"Negatif"
"2854","@JuliannAndreen @charliekirk11 not the voters but the counters that created this. btw i see you are supporting a country where eastern Ukraine was not allowed to vote.",1,"Positif"
"2855","Before / After: this is how a high-rise building in Sviatoshynskyi district in Kyiv, which was hit by a missile on March 15, looks like now

A mural with the Phoenix as a symbol of the restoration of the building. Live:Ukraine https://t.co/UjCDOP8nnF",1,"Positif"
"2856","@aintscarylarry Tell me more about Ukraine's NATIONAL HOLIDAY for Stephan Bandera 🤔",0,"Netral"
"2857","@pnjaban More money for Ukraine obviously",0,"Netral"
"2858","@TheAmazingRands @NoLieWithBTC Or $20B for Ukraine",0,"Netral"
"2859","This dude knows that Zelensky is Jewish and #Ukraine is run by Jewish-controlled USA.  Jewish #Communism and Jewish #Bolsheviks killed more people than Hitler ever did. https://t.co/uGsojbmgTF https://t.co/8855SIrZSS",-1,"Negatif"
"2860","Ukrainian forces fire Soviet-era howitzer as liberation of Kherson continues
#Canada #Germany #America #Ukraine
https://t.co/xuvdSfJ53w",1,"Positif"
"2861","@ukrainiansquad Don’t forget about the mice &amp; the bugs! During WWI, my grandfather laid in a French trench gravely ill with the Spanish flu. As in Ukraine, evacuating the sick and wounded from trenches is extremely difficult. My grandfather survived, as I hope these brave warriors will too. 😘",-1,"Negatif"
"2862","@MarkHamill And Biden wants to keep sending them money in Ukraine.",0,"Netral"
"2863","@flunkertungle9 Glory to Ukraine! Glory to the heroes. 🫡
🇺🇦🇺🇦🇺🇦🌻🖤❤️💙💛🙏🇺🇸🚀",0,"Netral"
"2864","@jacket2312 @jordanbpeterson Also, we haven't been spending hundreds of billions of dollars on Ukraine.  We perhaps should, though.  At least Ukraine is making good use of what we have been sending. (I won't discount the possibility that some money gets siphoned off to Biden's pals before it leaves the U.S.)",1,"Positif"
"2865","Choice is small : Meatgrinder or escape🔥Ukraine war footage
#war #Russia #America #UkraineRussiaWar #Britain #UkraineWar
https://t.co/PKI034XPhN",0,"Netral"
"2866","@SocialistMMA I defended him for being exploited. Does he have some magical powers? as a person with actual power. This is a deep fake distraction from the real powerful like Joe Biden giving over 50 billion to a nazi army in Ukraine. 
Star nutty talk don't mean shit but US nazi support does",1,"Positif"
"2867","@WarMonitors Ukraine does not count their dead.   It's not important.  @ZelenskyyUa",0,"Netral"
"2868","@chris_h71 @NovElection2024 Republiklans are against Ukraine, because they're compromised by Russia (remember the RNC email server hack)

Some GOP get their money right from Russia or channeled through the NRA https://t.co/OWNtm33Hsr",1,"Positif"
"2869","@edgeoflibertas @1864Memes @PatriotNews76_ I think Ukraine is why we pulled out of Afghan.. well besides helping China build their(British) silk road again.",2,"Positif"
"2870","This lack of Gov’t accountability is getting old. There doesn’t seem to a program where they can keep track of the money. Iraq war expenses, Ukraine war expenses, COVID related expenses, etc…etc…like Groundhog Day. Seems like the definition of insanity. https://t.co/Bv9c4EBTTK",0,"Netral"
"2871","@FrankieDobson1 @faithoverfear61 @DoctorGerhard I say we arm Ukraine with modern weapons &amp; then we allow them to demilitarize ALL of Russia. 

Additionally, I think some US troops should go on an extended vacation to some NATO countries, just in case Putin invites the rest of us to play. https://t.co/tP4cKkUDO5",1,"Positif"
"2872","Ukraine’s ‘Mad Max’ Sends Four-Wheeled Foreign Fighters Into Battle https://t.co/JgwNBsbRFI",0,"Netral"
"2873","@JamesBradleyCA Covid came from Asia and Ukraine money is going to Russia, by express delivery.",0,"Netral"
"2874","During Russia and Ukraine war the Amarica has got a bitter experience firstly the hole warld suffering their economy crices except India 
because of there strong economy dession now India and Russia tryup business transaction with rupee and ruble instad of doller",-1,"Negatif"
"2875","@Rory_Medcalf Exactly. Why did you come to Australia?...
To be interviewed about my social life.
How do you feel about Russia's invasion of Ukraine?.
But.... dont you want to hear about my dancing!",0,"Netral"
"2876","@Canadia62574303 @obonicus @tom_username_ That's a fair point. Can't remember who I heard it from, may have been dreizin, nor how accurate it is. But he was saying these board members/executives at defence companies have little idea of what's going on with their kit in ukraine. How effective it is etc.",3,"Positif"
"2877","Ukraine sees 9 deaths in 1 day, as civilians struggle to heat homes after Russian attacks | CBC News https://t.co/Ju8dMHs9UT Is it time to stop this madness?",-2,"Negatif"
"2878","Kanye: *praises Hitler and Nazis*

ShitLibs: ""Omg this is disgusting, disgraceful, and completely unacceptable!""

Me: ""You've literally been nonstop funding, arming, and propping up actual Nazis in Ukraine.""

ShitLibs: https://t.co/GtjmOj34Rz",0,"Netral"
"2879","@SenTedCruz The war in Ukraine was caused because Putin wants to reestablish a Russian empire; prevent democratic encirclement around Russia and will wipe out Ukrainian culture and people to do it.",0,"Netral"
"2880","How to Use Frugal Innovation to Grow Your Startup As the global economic situation deteriorates amid the Russian invasion of Ukraine and soaring energy costs, many aspiring entrepreneurs might be tempted to give up and https://t.co/43b5V8oMMo #advice #digital #digitization",0,"Netral"
"2881","“They’re not people, they’re organic robots— they have no soul” 2/5

#shaykhnurjanmirahmadi ww3 wwiii world war nuclear russia ukraine nato putin iran china japan pakistan india nasa elon crypto bitcoin nft twitch tiktok world cup fifa christmas https://t.co/d9dS0WWdhh",0,"Netral"
"2882","@LelloNick @marlowc2324 @elonmusk @tim_cook Pro-russia civilians tortured and after that they get killed by Ukraine arm forces 🚫🇺🇦🚫 https://t.co/jDh4AzFgpo",-2,"Negatif"
"2883","Our top story @trtworld -- Is Russia planning a fresh, large scale attack? Satellite pictures of a massive build up, is striking fear, in Ukraine. Join me live at 0400 GMT. 
#Ukraine #Russia",2,"Positif"
"2884","@jacksonhinklle And now the USA wants to send $1t to Ukraine. 
It seems to be playing out as China predicted",0,"Netral"
"2885","Mariupol, Ukraine at Christmas time just last year. Then the Russian World came and now nothing is left. 

Russians are Filth https://t.co/YmY6c9X14s",0,"Netral"
"2886","@philster612 @tammylyneslater @gunner947947 @beck_jea @JamesBradleyCA @elonmusk I never said it was proved to be from Ukraine.

Considering NATO is against Russia in this dispute I'm pretty sure they would say Russia if they had intel pointing towards Russia.",0,"Netral"
"2887","If the tennants don’t pay we ukraine them",0,"Netral"
"2888","@scotty2280 @abc15 Troll Alert. That’s a nice new Twitter account you have there comrade … May 2022. I guess you have tweet BS or get sent to the front to lose to Ukraine. Hasta la vista.",0,"Netral"
"2889","On the live stream, the tortoise bragged that it would send ten Hercules transport planes to Ukraine. https://t.co/DnO8bCU6O7",0,"Netral"
"2890","Ukraine: Intense fighting underway as Russia shells Bakhmut • FRANCE 24 English
#Zaporizhia #Ukraine #Russia #Crimea #Chechnya
https://t.co/E93kXnfxXQ",0,"Netral"
"2891","Does that also mean that individuals as Jews will be checked over for their criminal activity? Or are they exempt because there are so many Jews in positions of power in Ukraine... https://t.co/wXi01cW6pF",-1,"Negatif"
"2892","@Mikestanley306 @CTVNews And I am sure he would if The Ukraine capitulated. And therein lies the problem. Neither side wants to negotiate. Hence pressure from China.",-1,"Negatif"
"2893","That’s bullshit, they probably stopped parts of the bill that spent billions more for Ukraine or some stupid similar shit like it!  Thats how the corrupt system works so they can blame each other!  #DrainTheTraitors https://t.co/71WepOEepS",-2,"Negatif"
"2894","@tressiemcphd My grandma used to have a stash of Mikhail Baryshnikov tapes that I watched with her growing up in Ukraine and MB was definitely my first celebrity crush.",0,"Netral"
"2895","@ClownWorld_ Zelenski you don't show us anything new about trust. No amount of money will fix this.
It is unfortunate that no one trusts biden and the rest criminals and now because of that everything is questioned. I believe biden is working against Ukraine. He doesn't care. It's money 💰",-1,"Negatif"
"2896","#Russia Soldiers, cowards #Putin Don't obey!
Throw away your weapons and go home!
And eat a hot dinner with the whole family.
Stay close to your family and lover who are worried about you.
The protagonists of Russia are you and your family. Not putin
#Ukraine #NoWar #StopWar https://t.co/Zo9nBKNRRd",1,"Positif"
"2897","@RepMTG Well, I'm not sure how to break the news to you. See the IRS only works on taxes owed by US citizens. Ukraine is a whole other country that doesn't have any tax obligations here. Maybe look at a world map sometime.",0,"Netral"
"2898","donating matt patricia to ukraine",0,"Netral"
"2899","Russia Ops in Ukraine (Update): Western Propaganda Implodes as War of Attrition Grinds On
https://t.co/dYJOEgfY4u",0,"Netral"
"2900","Ukrainians decimate Russian troops in Kherson 'cauldron' | Military Mind | TVP World
#Canada #Germany #America #Ukraine
https://t.co/4raeHnT4XK",0,"Netral"
"2901","Russia 'recruits football hooligans into army' amid heavy losses in Ukraine
https://t.co/UofjSnOQmJ

#LatestNews https://t.co/AxbEpYlYGP",-1,"Negatif"
"2902","US seeking to Persuade More Allies to Supply NASAMS Missiles to Ukraine, Raytheon CEO Says.",0,"Netral"
"2903","@Osinttechnical I am very proud, carrier of the Ukraine MLRS is TATRA 8x8, military high-tech from my country. Same truck platform use for Neptune missile system who sunk Moskva missile cruiser. Glory of Ukraine, Heros glory!",-1,"Negatif"
"2904","@JosephTamone @MattWallace888 Without Elon Musk providing starlink internet to Ukrainian government Ukraine would have collapsed and fallen to the Russians a year ago",-1,"Negatif"
"2905","I take a look at the pivotal Battle of Bakhmut in my latest article on @ScoonTvNetwork 
https://t.co/xRbKxEIN8y",0,"Netral"
"2906","@jadrcarlos @WBHoekstra @NATO It is true that Ukraine needs anti-aircraft weapons unless the f-16 is added to the Ukrainian air force soon",0,"Netral"
"2907","Russia announces exchange of more war prisoners with Ukraine https://t.co/3RmBl6TZBx",0,"Netral"
"2908","5/5 Actually I think she said ""We came, we saw, we killed"".
It seems this is the view of international law and order of most of the US elites.
Now Ukraine is being subjected to the same benevolence.
But wait, it's the fault of Russia.",-2,"Negatif"
"2909","“The soul: its house is the heart, not the head” 1/5

#shaykhnurjanmirahmadi ww3 wwiii world war nuclear russia ukraine nato putin iran china japan pakistan india nasa elon crypto bitcoin nft twitch tiktok world cup fifa christmas https://t.co/Y4FyymsSk9",0,"Netral"
"2910","@agris1144 @visegrad24 You are destroying your country for no good reason. Ukraine should have pursued neutrality.",1,"Positif"
"2911","Open SmartNews and read ""An often overlooked Swedish fighter may be the jet Ukraine needs to take on Russia now, experts say"" here: https://t.co/NyGVRfcn84 
To read it on the web, tap here: https://t.co/BiJ40qchX4",0,"Netral"
"2912","1/5 UKRAINE UKRAINE UKRAINE
STOP THE FIGHTING
Listen to this and then think about the war in Ukraine.
Clare Daly ripping NATO a new one https://t.co/KQHeFo4X7x via @YouTube",0,"Netral"
"2913","@tedcruz Whatever Ted Cruz is saying the ONLY POINT is to NOT let Putin win the war so if he could not try to start BLAMING Joe Biden  cause he didn't start the war with Ukraine so let's FOCUS on what's goin on in Ukraine",1,"Positif"
"2914","@mmpadellan Hmmmmm…..like that time Obama &amp; Biden sent billions of US dollars to Iran in a cargo plane  or like the time Biden sent Ukraine a few billion with no accountability &amp; then FTX happens and Hunter Biden, Burisma and China ?",1,"Positif"
"2915","It's just not good enough! Germans must own up to their WWII genocidal past by doing the right thing, not hiding behind lame pacifist excuses. Step up and help Ukraine defeat Russia's fascist war criminal. Of all people, you should be dying to help prevent a repeat of 🇩🇪 horrors. https://t.co/W0LogrwWrU",0,"Netral"
"2916","#Russia Soldiers, cowards #Putin Don't obey!
Throw away your weapons and go home!
And eat a hot dinner with the whole family.
Stay close to your family and lover who are worried about you.
The protagonists of Russia are you and your family. Not putin
#Ukraine #NoWar #StopWar https://t.co/snQ0v19eAo",1,"Positif"
"2917","US Colonel Richard H. Black: ""The men of Ukraine, the soldiers, are being used as cannon fodder, and I don't really think that NATO and the West care at all about the country of Ukraine. I think it's simply a place to advance their strategic objectives."" https://t.co/26T3W5Dy0E",0,"Netral"
